phase,t,pos,vel,effort_js,wrench_fx,cmd_v
exp,2.1985,-1.360695,0.099745,0.000,1.994906,0.1000
exp,2.2088,-1.360296,0.099745,0.000,1.994906,0.1000
exp,2.2222,-1.359897,0.099745,0.000,1.994906,0.1000
exp,2.2353,-1.359498,0.099745,0.000,1.994906,0.1000
exp,2.2485,-1.359498,0.099745,0.000,1.994906,0.1000
exp,2.2621,-1.359099,0.099745,0.000,1.994906,0.1000
exp,2.2745,-1.358700,0.099745,0.000,1.994906,0.1000
exp,2.2862,-1.358301,0.099745,0.000,1.994906,0.1000
exp,2.2898,-1.357902,0.099745,0.000,1.994906,0.1000
exp,2.2997,-1.357104,0.099745,0.000,1.994906,0.1000
exp,2.3132,-1.356306,0.099745,0.000,1.994906,0.1000
exp,2.3271,-1.355508,0.099745,0.000,1.994906,0.1000
exp,2.3528,-1.354710,0.099745,0.000,1.994906,0.1000
exp,2.3662,-1.353913,0.099745,0.000,1.994906,0.1000
exp,2.3684,-1.353913,0.099745,0.000,1.994906,0.1000
exp,2.3803,-1.353514,0.099745,0.000,1.994906,0.1000
exp,2.3932,-1.353514,0.099745,0.000,1.994906,0.1000
exp,2.4085,-1.353115,0.099745,0.000,1.994906,0.1000
exp,2.4204,-1.352716,0.099745,0.000,1.994906,0.1000
exp,2.4331,-1.351918,0.099745,0.000,1.994906,0.1000
exp,2.4480,-1.351519,0.099745,0.000,1.994907,0.1000
exp,2.4598,-1.351120,0.099745,0.000,1.994907,0.1000
exp,2.4791,-1.350322,0.099745,0.000,1.994907,0.1000
exp,2.4872,-1.349923,0.099745,0.000,1.994907,0.1000
exp,2.5030,-1.349524,0.099745,0.000,1.994907,0.1000
exp,2.5149,-1.348726,0.099745,0.000,1.994906,0.1000
exp,2.5169,-1.348726,0.099745,0.000,1.994906,0.1000
exp,2.5305,-1.348327,0.099745,0.000,1.994906,0.1000
exp,2.5403,-1.348327,0.099745,0.000,1.994907,0.1000
exp,2.5553,-1.347529,0.099745,0.000,1.994906,0.1000
exp,2.5591,-1.347130,0.099745,0.000,1.994906,0.1000
exp,2.5672,-1.346731,0.099745,0.000,1.994906,0.1000
exp,2.5801,-1.346332,0.099745,0.000,1.994906,0.1000
exp,2.5952,-1.345534,0.099745,0.000,1.994907,0.1000
exp,2.5979,-1.345135,0.099745,0.000,1.994906,0.1000
exp,2.6098,-1.344736,0.099745,0.000,1.994906,0.1000
exp,2.6229,-1.344337,0.099745,0.000,1.994907,0.1000
exp,2.6353,-1.343539,0.099745,0.000,1.994907,0.1000
exp,2.6374,-1.343140,0.099745,0.000,1.994906,0.1000
exp,2.6472,-1.342741,0.099745,0.000,1.994907,0.1000
exp,2.6599,-1.341943,0.099745,0.000,1.994906,0.1000
exp,2.6763,-1.341145,0.099745,0.000,1.994907,0.1000
exp,2.6784,-1.340746,0.099745,0.000,1.994906,0.1000
exp,2.6899,-1.340347,0.099745,0.000,1.994907,0.1000
exp,2.7003,-1.340347,0.099745,0.000,1.994906,0.1000
exp,2.7136,-1.339549,0.099745,0.000,1.994906,0.1000
exp,2.7182,-1.339150,0.099745,0.000,1.994906,0.1000
exp,2.7268,-1.339150,0.099745,0.000,1.994907,0.1000
exp,2.7399,-1.338751,0.099745,0.000,1.994906,0.1000
exp,2.7538,-1.337953,0.099745,0.000,1.994906,0.1000
exp,2.7595,-1.337953,0.099745,0.000,1.994906,0.1000
exp,2.7689,-1.337554,0.099745,0.000,1.994907,0.1000
exp,2.7809,-1.337155,0.099745,0.000,1.994906,0.1000
exp,2.7937,-1.336357,0.099745,0.000,1.994906,0.1000
exp,2.7980,-1.335959,0.099745,0.000,1.994906,0.1000
exp,2.8073,-1.335560,0.099745,0.000,1.994907,0.1000
exp,2.8208,-1.335560,0.099745,0.000,1.994906,0.1000
exp,2.8337,-1.334363,0.099745,0.000,1.994906,0.1000
exp,2.8369,-1.333964,0.099745,0.000,1.994907,0.1000
exp,2.8487,-1.333565,0.099745,0.000,1.994907,0.1000
exp,2.8608,-1.333166,0.099745,0.000,1.994907,0.1000
exp,2.8736,-1.332368,0.099745,0.000,1.994907,0.1000
exp,2.8774,-1.331969,0.099745,0.000,1.994907,0.1000
exp,2.8877,-1.331969,0.099745,0.000,1.994907,0.1000
exp,2.9002,-1.331570,0.099745,0.000,1.994907,0.1000
exp,2.9165,-1.331171,0.099745,0.000,1.994907,0.1000
exp,2.9285,-1.330772,0.099745,0.000,1.994907,0.1000
exp,2.9418,-1.329974,0.099745,0.000,1.994907,0.1000
exp,2.9530,-1.329176,0.099745,0.000,1.994907,0.1000
exp,2.9571,-1.328777,0.099745,0.000,1.994907,0.1000
exp,2.9693,-1.328378,0.099745,0.000,1.994907,0.1000
exp,2.9818,-1.327979,0.099745,0.000,1.994907,0.1000
exp,2.9934,-1.327580,0.099745,0.000,1.994907,0.1000
exp,3.0079,-1.326782,0.099745,0.000,1.994907,0.1000
exp,3.0206,-1.325984,0.099745,0.000,1.994907,0.1000
exp,3.0351,-1.325186,0.099745,0.000,1.994907,0.1000
exp,3.0388,-1.324787,0.099745,0.000,-1.985169,0.1000
exp,3.0476,-1.323989,0.099745,0.000,1.994907,0.1000
exp,3.0600,-1.323590,0.099745,0.000,1.994907,0.1000
exp,3.0735,-1.322792,0.099745,0.000,1.994907,0.1000
exp,3.0771,-1.322393,0.099745,0.000,1.994907,0.1000
exp,3.0880,-1.322393,0.099745,0.000,-1.985193,0.1000
exp,3.1001,-1.321994,0.099745,0.000,1.994907,0.1000
exp,3.1135,-1.320797,0.099745,0.000,1.994907,0.1000
exp,3.1182,-1.320398,0.099745,0.000,1.994907,0.1000
